"Provplats ID (VISS)","Provplats ID (Stationsregistret)","Mätvariabel","Trend","p-värde","Period"
"SE703847-162474",,"Kisel","ökande",8e-4,"Hela perioden"
"SE703847-162474",,"Totalt organiskt kol","ökande",0.0013,"Hela perioden"
"SE703847-162474",,"Totalkväve","neutral",0.4093,"Hela perioden"
"SE703847-162474",,"Totalfosfor","neutral",0.2161,"Hela perioden"
"SE703847-162474",,"pH","neutral",0.8783,"Hela perioden"
"SE703847-162474",,"Temperatur - vår","minskande",0.0417,"Hela perioden"
"SE631338-129833",,"Brunhet","ökande",0,"Hela perioden"
"SE631338-129833",,"Alkalinitet","ökande",0,"Hela perioden"
"SE631338-129833",,"Konduktivitet","minskande",0,"Hela perioden"
"SE631338-129833",,"Oorganiskt kväve","minskande",0.0013,"Hela perioden"
"SE631338-129833",,"Lättillgänglig fosfor","neutral",0.9859,"Hela perioden"
"SE631338-129833",,"Sulfat","minskande",0,"Hela perioden"
"SE631338-129833",,"Kisel","ökande",0.0011,"Hela perioden"
"SE631338-129833",,"Totalt organiskt kol","ökande",0,"Hela perioden"
"SE631338-129833",,"Totalkväve","minskande",1e-4,"Hela perioden"
"SE631338-129833",,"Totalfosfor","minskande",1e-4,"Hela perioden"
"SE631338-129833",,"pH","ökande",0,"Hela perioden"
"SE631338-129833",,"Temperatur - vår","minskande",0.0294,"Hela perioden"
"SE651375-154304",,"Brunhet","ökande",0.0014,"Hela perioden"
"SE651375-154304",,"Alkalinitet","ökande",1e-4,"Hela perioden"
"SE651375-154304",,"Konduktivitet","neutral",0.5301,"Hela perioden"
"SE651375-154304",,"Oorganiskt kväve","neutral",0.4425,"Hela perioden"
"SE651375-154304",,"Lättillgänglig fosfor","neutral",0.8688,"Hela perioden"
"SE651375-154304",,"Sulfat","minskande",0,"Hela perioden"
"SE651375-154304",,"Kisel","ökande",0.0014,"Hela perioden"
"SE651375-154304",,"Totalt organiskt kol","ökande",0.0025,"Hela perioden"
"SE651375-154304",,"Totalkväve","neutral",0.9433,"Hela perioden"
"SE651375-154304",,"Totalfosfor","neutral",0.7986,"Hela perioden"
"SE651375-154304",,"pH","neutral",0.2755,"Hela perioden"
"SE651375-154304",,"Temperatur - vår","neutral",0.31,"Hela perioden"
"SE700773-157350",,"Brunhet","ökande",0.0086,"Hela perioden"
"SE700773-157350",,"Alkalinitet","ökande",1e-4,"Hela perioden"
"SE700773-157350",,"Konduktivitet","minskande",0.0015,"Hela perioden"
"SE700773-157350",,"Oorganiskt kväve","minskande",1e-4,"Hela perioden"
"SE700773-157350",,"Lättillgänglig fosfor","minskande",0.0017,"Hela perioden"
"SE700773-157350",,"Sulfat","minskande",0,"Hela perioden"
"SE700773-157350",,"Kisel","ökande",0.0022,"Hela perioden"
"SE700773-157350",,"Totalt organiskt kol","neutral",0.0547,"Hela perioden"
"SE700773-157350",,"Totalkväve","minskande",1e-4,"Hela perioden"
"SE700773-157350",,"Totalfosfor","minskande",0,"Hela perioden"
"SE700773-157350",,"pH","neutral",0.1157,"Hela perioden"
"SE700773-157350",,"Temperatur - vår","neutral",0.5099,"Hela perioden"
"SE651080-124100",,"Brunhet","neutral",0.4244,"Hela perioden"
"SE651080-124100",,"Alkalinitet","neutral",0.6394,"Hela perioden"
"SE651080-124100",,"Konduktivitet","neutral",0.6575,"Hela perioden"
"SE651080-124100",,"Oorganiskt kväve","neutral",0.2935,"Hela perioden"
"SE651080-124100",,"Lättillgänglig fosfor","minskande",0.013,"Hela perioden"
"SE651080-124100",,"Sulfat","neutral",0.0729,"Hela perioden"
"SE651080-124100",,"Kisel","minskande",0.0124,"Hela perioden"
"SE651080-124100",,"Totalt organiskt kol","neutral",0.6883,"Hela perioden"
"SE651080-124100",,"Totalkväve","neutral",0.5399,"Hela perioden"
"SE651080-124100",,"Totalfosfor","neutral",0.7808,"Hela perioden"
"SE651080-124100",,"pH","neutral",0.5935,"Hela perioden"
"SE651080-124100",,"Temperatur - vår","neutral",0.7205,"Hela perioden"
"SE707160-168739",,"Brunhet","ökande",0,"Hela perioden"
"SE707160-168739",,"Alkalinitet","neutral",0.1458,"Hela perioden"
"SE707160-168739",,"Konduktivitet","minskande",0.049,"Hela perioden"
"SE707160-168739",,"Oorganiskt kväve","minskande",5e-4,"Hela perioden"
"SE707160-168739",,"Lättillgänglig fosfor","neutral",0.728,"Hela perioden"
"SE707160-168739",,"Sulfat","minskande",0.0223,"Hela perioden"
"SE707160-168739",,"Kisel","neutral",0.1016,"Hela perioden"
"SE707160-168739",,"Totalt organiskt kol","ökande",1e-4,"Hela perioden"
"SE707160-168739",,"Totalkväve","neutral",0.9976,"Hela perioden"
"SE707160-168739",,"Totalfosfor","minskande",0,"Hela perioden"
"SE707160-168739",,"pH","neutral",0.1875,"Hela perioden"
"SE707160-168739",,"Temperatur - vår","neutral",0.3401,"Hela perioden"
"SE648930-125964",,"Brunhet","ökande",0,"Hela perioden"
"SE648930-125964",,"Alkalinitet","ökande",0,"Hela perioden"
"SE648930-125964",,"Konduktivitet","minskande",1e-4,"Hela perioden"
"SE648930-125964",,"Oorganiskt kväve","minskande",0.003,"Hela perioden"
"SE648930-125964",,"Lättillgänglig fosfor","ökande",0.0168,"Hela perioden"
"SE648930-125964",,"Sulfat","minskande",0,"Hela perioden"
"SE648930-125964",,"Kisel","ökande",0,"Hela perioden"
"SE648930-125964",,"Totalt organiskt kol","ökande",0,"Hela perioden"
"SE648930-125964",,"Totalkväve","minskande",0.0024,"Hela perioden"
"SE648930-125964",,"Totalfosfor","neutral",0.2711,"Hela perioden"
"SE648930-125964",,"pH","ökande",0,"Hela perioden"
"SE648930-125964",,"Temperatur - vår","neutral",0.6494,"Hela perioden"
"SE740810-178405",,"Brunhet","ökande",0,"Hela perioden"
"SE740810-178405",,"Alkalinitet","neutral",0.2472,"Hela perioden"
"SE740810-178405",,"Konduktivitet","minskande",0.0019,"Hela perioden"
"SE740810-178405",,"Oorganiskt kväve","minskande",1e-4,"Hela perioden"
"SE740810-178405",,"Lättillgänglig fosfor","neutral",0.4425,"Hela perioden"
"SE740810-178405",,"Sulfat","minskande",0,"Hela perioden"
"SE740810-178405",,"Kisel","ökande",2e-4,"Hela perioden"
"SE740810-178405",,"Totalt organiskt kol","ökande",0.0101,"Hela perioden"
"SE740810-178405",,"Totalkväve","minskande",0.0387,"Hela perioden"
"SE740810-178405",,"Totalfosfor","minskande",7e-4,"Hela perioden"
"SE740810-178405",,"pH","neutral",0.2408,"Hela perioden"
"SE758793-162214",,"Temperatur - helår","neutral",1,"Hela perioden"
"SE739283-163835",,"Temperatur - helår","ökande",0.006,"Hela perioden"
"SE632033-152167",,"Temperatur - helår","ökande",0.0318,"Hela perioden"
"SE728070-165120",,"Temperatur - helår","ökande",0.0062,"Hela perioden"
"SE718265-171875",,"Temperatur - helår","neutral",0.2843,"Hela perioden"
"SE666881-151821",,"Temperatur - helår","neutral",0.0617,"Hela perioden"
"SE626878-134788",,"Temperatur - helår","ökande",0.02,"Hela perioden"
"SE673809-153401",,"Temperatur - helår","minskande",0.0475,"Hela perioden"
"SE639339-154122",,"Temperatur - helår","ökande",0.0428,"Hela perioden"
"SE650799-143323",,"Temperatur - helår","neutral",0.0635,"Hela perioden"
"SE641475-147365",,"Temperatur - helår","ökande",2e-4,"Hela perioden"
"SE647582-127369",,"Temperatur - helår","ökande",0.0246,"Hela perioden"
"SE671742-158974",,"Temperatur - helår","neutral",0.3923,"Hela perioden"
"SE632137-147160",,"Temperatur - helår","ökande",0.0028,"Hela perioden"
"SE683661-156793",,"Temperatur - helår","neutral",0.8368,"Hela perioden"
"SE641827-139990",,"Temperatur - helår","ökande",0,"Hela perioden"
"SE633520-153920",,"Temperatur - helår","neutral",0.3633,"Hela perioden"
"SE653621-125394",,"Temperatur - helår","neutral",0.9442,"Hela perioden"
"SE720990-147270",,"Temperatur - helår","ökande",0.017,"Hela perioden"
"SE669500-163246",,"Temperatur - helår","neutral",0.0912,"Hela perioden"
"SE631625-133602",,"Temperatur - helår","neutral",0.4743,"Hela perioden"
"SE646771-129330",,"Temperatur - helår","neutral",0.5334,"Hela perioden"
"SE641071-127372",,"Temperatur - helår","neutral",0.3923,"Hela perioden"
"SE640085-138148",,"Temperatur - helår","ökande",0.0086,"Hela perioden"
"SE620277-140091",,"Temperatur - helår","ökande",0,"Hela perioden"
"SE642969-145547",,"Temperatur - helår","neutral",0.4743,"Hela perioden"
"SE710354-155465",,"Temperatur - helår","neutral",0.9013,"Hela perioden"
"SE708380-145455",,"Temperatur - helår","neutral",0.5915,"Hela perioden"
"SE693587-158205",,"Temperatur - helår","neutral",0.0868,"Hela perioden"
"SE732407-183604",,"Temperatur - helår","neutral",0.3811,"Hela perioden"
"SE666294-137309",,"Temperatur - helår","neutral",1,"Hela perioden"
"SE617263-135608",,"Temperatur - helår","neutral",0.8368,"Hela perioden"
"SE735526-183905",,"Temperatur - helår","neutral",0.3711,"Hela perioden"
"SE703626-153615",,"Temperatur - helår","neutral",0.1235,"Hela perioden"
"SE708485-154920",,"Temperatur - helår","neutral",0.541,"Hela perioden"
"SE618678-132881",,"Temperatur - helår","ökande",0.0174,"Hela perioden"
"SE626875-133051",,"Temperatur - helår","neutral",0.9671,"Hela perioden"
"SE730224-165025",,"Temperatur - helår","neutral",0.1305,"Hela perioden"
"SE699780-139553",,"Temperatur - helår","neutral",0.2758,"Hela perioden"
"SE675032-135400",,"Temperatur - helår","ökande",0.0083,"Hela perioden"
"SE707822-133430",,"Temperatur - helår","minskande",0.013,"Hela perioden"
"SE639719-133565",,"Temperatur - helår","neutral",0.6922,"Hela perioden"
"SE691743-155984",,"Temperatur - helår","ökande",0.0031,"Hela perioden"
"SE627831-152255",,"Temperatur - helår","ökande",0.0048,"Hela perioden"
"SE694231-133350",,"Temperatur - helår","neutral",0.0798,"Hela perioden"
"SE678924-156862",,"Temperatur - helår","ökande",0.0339,"Hela perioden"
"SE650920-143244",,"Temperatur - helår","neutral",0.3546,"Hela perioden"
"SE660713-165636",,"Temperatur - helår","neutral",0.4434,"Hela perioden"
"SE729186-178575",,"Temperatur - helår","neutral",0.1376,"Hela perioden"
"SE623006-149119",,"Temperatur - helår","neutral",0.2661,"Hela perioden"
"SE705438-167938",,"Temperatur - helår","neutral",0.2736,"Hela perioden"
"SE664335-136275",,"Temperatur - helår","neutral",0.8548,"Hela perioden"
"SE723232-161455",,"Temperatur - helår","neutral",0.1524,"Hela perioden"
"SE649673-151838",,"Temperatur - helår","neutral",0.2604,"Hela perioden"
"SE741419-169012",,"Temperatur - helår","ökande",2e-4,"Hela perioden"
"SE622950-143450",,"Temperatur - helår","neutral",0.419,"Hela perioden"
"SE628877-132040",,"Temperatur - helår","neutral",0.1297,"Hela perioden"
"SE633316-146198",,"Temperatur - helår","ökande",0.0217,"Hela perioden"
"SE652370-156442",,"Temperatur - helår","neutral",0.1116,"Hela perioden"
"SE678609-137505",,"Temperatur - helår","ökande",0.0467,"Hela perioden"
"SE633070-131710",,"Temperatur - helår","neutral",0.3926,"Hela perioden"
"SE711900-175034",,"Temperatur - helår","neutral",0.3711,"Hela perioden"
"SE654845-126685",,"Temperatur - helår","neutral",0.7108,"Hela perioden"
"SE733833-177925",,"Temperatur - helår","ökande",0.02,"Hela perioden"
"SE622467-133458",,"Temperatur - helår","neutral",0.2105,"Hela perioden"
"SE639020-148650",,"Temperatur - helår","neutral",0.583,"Hela perioden"
"SE724097-151160",,"Temperatur - helår","neutral",0.5334,"Hela perioden"
"SE728796-160764",,"Temperatur - helår","neutral",0.3223,"Hela perioden"
"SE719095-173622",,"Temperatur - helår","neutral",0.3244,"Hela perioden"
"SE626827-132577",,"Temperatur - helår","ökande",0.0012,"Hela perioden"
"SE658065-162841",,"Temperatur - helår","ökande",0.0076,"Hela perioden"
"SE690530-152405",,"Temperatur - helår","neutral",0.2452,"Hela perioden"
"SE713297-169256",,"Temperatur - helår","ökande",0,"Hela perioden"
"SE643455-140114",,"Temperatur - helår","ökande",0,"Hela perioden"
"SE665649-161397",,"Temperatur - helår","ökande",0,"Hela perioden"
"SE617027-137477",,"Temperatur - helår","ökande",0.0195,"Hela perioden"
"SE733222-181059",,"Temperatur - helår","neutral",1,"Hela perioden"
"SE708979-170865",,"Temperatur - helår","ökande",0.0285,"Hela perioden"
"SE670757-145007",,"Temperatur - helår","neutral",0.5526,"Hela perioden"
"SE726075-144043",,"Temperatur - helår","minskande",0.043,"Hela perioden"
"SE617811-139836",,"Temperatur - helår","neutral",0.7205,"Hela perioden"
"SE737675-158280",,"Temperatur - helår","neutral",0.7876,"Hela perioden"
"SE716805-166700",,"Temperatur - helår","neutral",0.9641,"Hela perioden"
"SE635805-154005",,"Temperatur - helår","neutral",0.5022,"Hela perioden"
"SE635136-128895",,"Temperatur - helår","ökande",0.023,"Hela perioden"
"SE692688-153260",,"Temperatur - helår","neutral",0.5661,"Hela perioden"
"SE651360-153835",,"Temperatur - helår","neutral",0.5857,"Hela perioden"
"SE703847-162474",,"Temperatur - helår","neutral",1,"Hela perioden"
"SE631338-129833",,"Temperatur - helår","neutral",0.2838,"Hela perioden"
"SE651375-154304",,"Temperatur - helår","neutral",0.5915,"Hela perioden"
"SE700773-157350",,"Temperatur - helår","neutral",0.2001,"Hela perioden"
"SE651080-124100",,"Temperatur - helår","ökande",0.02,"Hela perioden"
"SE707160-168739",,"Temperatur - helår","neutral",0.1499,"Hela perioden"
"SE648930-125964",,"Temperatur - helår","neutral",0.6198,"Hela perioden"
"SE758793-162214",,"Brunhet","neutral",0.1924,"6"
"SE758793-162214",,"Alkalinitet","neutral",0.2123,"6"
"SE758793-162214",,"Konduktivitet","neutral",0.1283,"6"
"SE758793-162214",,"Oorganiskt kväve","minskande",0.0234,"6"
"SE758793-162214",,"Lättillgänglig fosfor","minskande",0.0235,"6"
"SE758793-162214",,"Sulfat","neutral",0.4655,"6"
"SE758793-162214",,"Kisel","neutral",0.7262,"6"
"SE758793-162214",,"Totalt organiskt kol","neutral",0.4228,"6"
"SE758793-162214",,"Totalkväve","minskande",0.0085,"6"
"SE758793-162214",,"Totalfosfor","neutral",0.6634,"6"
"SE758793-162214",,"pH","neutral",0.1261,"6"
"SE758793-162214",,"Temperatur - vår","neutral",0.1329,"6"
"SE753460-165285",,"Brunhet","neutral",0.2207,"6"
"SE753460-165285",,"Alkalinitet","neutral",0.92490000000000006,"6"
"SE753460-165285",,"Konduktivitet","neutral",0.92490000000000006,"6"
"SE753460-165285",,"Oorganiskt kväve","neutral",0.3382,"6"
"SE753460-165285",,"Lättillgänglig fosfor","neutral",0.0676,"6"
"SE753460-165285",,"Sulfat","neutral",0.1719,"6"
"SE753460-165285",,"Kisel","neutral",0.1502,"6"
"SE753460-165285",,"Totalt organiskt kol","neutral",0.705,"6"
"SE753460-165285",,"Totalkväve","neutral",0.3805,"6"
"SE753460-165285",,"Totalfosfor","neutral",0.7075,"6"
"SE753460-165285",,"pH","neutral",0.3483,"6"
"SE753460-165285",,"Temperatur - vår",,,"6"
"SE739283-163835",,"Brunhet","neutral",0.4641,"6"
"SE739283-163835",,"Alkalinitet","neutral",0.5026,"6"
"SE739283-163835",,"Konduktivitet","neutral",0.3414,"6"
"SE739283-163835",,"Oorganiskt kväve","ökande",0,"6"
"SE739283-163835",,"Lättillgänglig fosfor","minskande",0.0064,"6"
"SE739283-163835",,"Sulfat","minskande",0.0241,"6"
"SE739283-163835",,"Kisel","neutral",0.2795,"6"
"SE739283-163835",,"Totalt organiskt kol","neutral",0.1605,"6"
"SE739283-163835",,"Totalkväve","neutral",0.4012,"6"
"SE739283-163835",,"Totalfosfor","minskande",0.002,"6"
"SE739283-163835",,"pH","neutral",0.2588,"6"
"SE739283-163835",,"Temperatur - vår","neutral",0.4524,"6"
"SE632033-152167",,"Brunhet","ökande",0.0257,"6"
"SE632033-152167",,"Alkalinitet","minskande",4e-4,"6"
"SE632033-152167",,"Konduktivitet","ökande",0,"6"
"SE632033-152167",,"Oorganiskt kväve","ökande",0,"6"
"SE632033-152167",,"Lättillgänglig fosfor","minskande",0.0347,"6"
"SE632033-152167",,"Sulfat","ökande",0.0013,"6"
"SE632033-152167",,"Kisel","ökande",0.0225,"6"
"SE632033-152167",,"Totalt organiskt kol","ökande",0.0225,"6"
"SE632033-152167",,"Totalkväve","ökande",1e-4,"6"
"SE632033-152167",,"Totalfosfor","ökande",0.0262,"6"
"SE632033-152167",,"pH","minskande",0.0103,"6"
"SE632033-152167",,"Temperatur - vår","neutral",0.4524,"6"
"SE726942-176351",,"Brunhet","neutral",0.447,"6"
"SE726942-176351",,"Alkalinitet","neutral",0.1567,"6"
"SE726942-176351",,"Konduktivitet","neutral",0.5508,"6"
"SE726942-176351",,"Oorganiskt kväve","neutral",1,"6"
"SE726942-176351",,"Lättillgänglig fosfor","minskande",0.0027,"6"
"SE726942-176351",,"Sulfat","neutral",0.298,"6"
"SE726942-176351",,"Kisel","neutral",0.4769,"6"
"SE726942-176351",,"Totalt organiskt kol","neutral",0.4146,"6"
"SE726942-176351",,"Totalkväve","neutral",0.4795,"6"
"SE726942-176351",,"Totalfosfor","minskande",0.0075,"6"
"SE726942-176351",,"pH","minskande",0.0138,"6"
"SE726942-176351",,"Temperatur - vår","neutral",0.4524,"6"
"SE703411-148805",,"Brunhet","ökande",2e-4,"6"
"SE703411-148805",,"Alkalinitet","neutral",0.1431,"6"
"SE703411-148805",,"Konduktivitet","neutral",0.3551,"6"
"SE703411-148805",,"Oorganiskt kväve","ökande",0.0045,"6"
"SE703411-148805",,"Lättillgänglig fosfor","minskande",0.0187,"6"
"SE703411-148805",,"Sulfat","ökande",1e-4,"6"
"SE703411-148805",,"Kisel","ökande",0.0056,"6"
"SE703411-148805",,"Totalt organiskt kol","ökande",0.0087,"6"
"SE703411-148805",,"Totalkväve","ökande",0.0106,"6"
"SE703411-148805",,"Totalfosfor","neutral",0.1567,"6"
"SE703411-148805",,"pH","neutral",0.1683,"6"
"SE728070-165120",,"Brunhet","ökande",0.0257,"6"
"SE728070-165120",,"Alkalinitet","neutral",0.0577,"6"
"SE728070-165120",,"Konduktivitet","neutral",0.0727,"6"
"SE728070-165120",,"Oorganiskt kväve","neutral",0.6163,"6"
"SE728070-165120",,"Lättillgänglig fosfor","neutral",0.6215,"6"
"SE728070-165120",,"Sulfat","neutral",0.0818,"6"
"SE728070-165120",,"Kisel","neutral",0.7405,"6"
"SE728070-165120",,"Totalt organiskt kol","ökande",0.0483,"6"
"SE728070-165120",,"Totalkväve","neutral",0.7042,"6"
"SE728070-165120",,"Totalfosfor","neutral",0.3161,"6"
"SE728070-165120",,"pH","minskande",0.0483,"6"
"SE728070-165120",,"Temperatur - vår","neutral",0.0603,"6"
"SE718265-171875",,"Brunhet","ökande",0.0029,"6"
"SE718265-171875",,"Alkalinitet","minskande",0.004,"6"
"SE718265-171875",,"Konduktivitet","neutral",0.115,"6"
"SE718265-171875",,"Oorganiskt kväve","ökande",0.0274,"6"
"SE718265-171875",,"Lättillgänglig fosfor","neutral",0.9522,"6"
"SE718265-171875",,"Sulfat","neutral",0.776,"6"
"SE718265-171875",,"Kisel","neutral",0.3348,"6"
"SE718265-171875",,"Totalt organiskt kol","ökande",0.0034,"6"
"SE718265-171875",,"Totalkväve","ökande",0.0376,"6"
"SE718265-171875",,"Totalfosfor","neutral",0.3678,"6"
"SE718265-171875",,"pH","minskande",0.0208,"6"
"SE718265-171875",,"Temperatur - vår","neutral",1,"6"
"SE666881-151821",,"Brunhet","ökande",0.0016,"6"
"SE666881-151821",,"Alkalinitet","minskande",0.0041,"6"
"SE666881-151821",,"Konduktivitet","minskande",1e-4,"6"
"SE666881-151821",,"Oorganiskt kväve","neutral",0.9121,"6"
"SE666881-151821",,"Lättillgänglig fosfor","neutral",0.1694,"6"
"SE666881-151821",,"Sulfat","minskande",0.0064,"6"
"SE666881-151821",,"Kisel","ökande",8e-4,"6"
"SE666881-151821",,"Totalt organiskt kol","ökande",0.0263,"6"
"SE666881-151821",,"Totalkväve","neutral",0.3205,"6"
"SE666881-151821",,"Totalfosfor","neutral",0.9558,"6"
"SE666881-151821",,"pH","minskande",1e-4,"6"
"SE666881-151821",,"Temperatur - vår","neutral",0.7341,"6"
"SE626878-134788",,"Brunhet","neutral",0.3283,"6"
"SE626878-134788",,"Alkalinitet","neutral",0.447,"6"
"SE626878-134788",,"Konduktivitet","minskande",0.0108,"6"
"SE626878-134788",,"Oorganiskt kväve","neutral",1,"6"
"SE626878-134788",,"Lättillgänglig fosfor","ökande",0.0348,"6"
"SE626878-134788",,"Sulfat","neutral",0.7438,"6"
"SE626878-134788",,"Kisel","neutral",0.7431,"6"
"SE626878-134788",,"Totalt organiskt kol","neutral",0.5146,"6"
"SE626878-134788",,"Totalkväve","neutral",0.1283,"6"
"SE626878-134788",,"Totalfosfor","neutral",0.0727,"6"
"SE626878-134788",,"pH","neutral",0.4808,"6"
"SE626878-134788",,"Temperatur - vår","neutral",0.4524,"6"
"SE673809-153401",,"Brunhet","neutral",0.3566,"6"
"SE673809-153401",,"Alkalinitet","neutral",0.1555,"6"
"SE673809-153401",,"Konduktivitet","neutral",0.4132,"6"
"SE673809-153401",,"Oorganiskt kväve","ökande",0,"6"
"SE673809-153401",,"Lättillgänglig fosfor","neutral",0.403,"6"
"SE673809-153401",,"Sulfat","neutral",0.7844,"6"
"SE673809-153401",,"Kisel","neutral",1,"6"
"SE673809-153401",,"Totalt organiskt kol","neutral",0.4159,"6"
"SE673809-153401",,"Totalkväve","neutral",0.1032,"6"
"SE673809-153401",,"Totalfosfor","ökande",0.0032,"6"
"SE673809-153401",,"pH","neutral",0.1032,"6"
"SE673809-153401",,"Temperatur - vår","neutral",0.5661,"6"
"SE639339-154122",,"Brunhet","ökande",0.0029,"6"
"SE639339-154122",,"Alkalinitet","minskande",0.0062,"6"
"SE639339-154122",,"Konduktivitet","ökande",0,"6"
"SE639339-154122",,"Oorganiskt kväve","ökande",6e-4,"6"
"SE639339-154122",,"Lättillgänglig fosfor","neutral",0.2494,"6"
"SE639339-154122",,"Sulfat","ökande",0,"6"
"SE639339-154122",,"Kisel","ökande",0.0284,"6"
"SE639339-154122",,"Totalt organiskt kol","ökande",0,"6"
"SE639339-154122",,"Totalkväve","ökande",2e-4,"6"
"SE639339-154122",,"Totalfosfor","neutral",0.3283,"6"
"SE639339-154122",,"pH","neutral",0.7428,"6"
"SE639339-154122",,"Temperatur - vår","neutral",0.7071,"6"
"SE650799-143323",,"Brunhet","ökande",0,"6"
"SE650799-143323",,"Alkalinitet","minskande",0.0099,"6"
"SE650799-143323",,"Konduktivitet","neutral",0.7964,"6"
"SE650799-143323",,"Oorganiskt kväve","neutral",0.6509,"6"
"SE650799-143323",,"Lättillgänglig fosfor","minskande",0.0241,"6"
"SE650799-143323",,"Sulfat","neutral",0.3941,"6"
"SE650799-143323",,"Kisel","ökande",0.0247,"6"
"SE650799-143323",,"Totalt organiskt kol","ökande",0,"6"
"SE650799-143323",,"Totalkväve","ökande",0.0168,"6"
"SE650799-143323",,"Totalfosfor","neutral",0.0809,"6"
"SE650799-143323",,"pH","neutral",0.0922,"6"
"SE650799-143323",,"Temperatur - vår","neutral",1,"6"
"SE641475-147365",,"Brunhet","ökande",0.0144,"6"
"SE641475-147365",,"Alkalinitet","neutral",0.0577,"6"
"SE641475-147365",,"Konduktivitet","ökande",0,"6"
"SE641475-147365",,"Oorganiskt kväve","neutral",0.3537,"6"
"SE641475-147365",,"Lättillgänglig fosfor","neutral",0.1289,"6"
"SE641475-147365",,"Sulfat","ökande",0,"6"
"SE641475-147365",,"Kisel","neutral",0.0893,"6"
"SE641475-147365",,"Totalt organiskt kol","ökande",0.0014,"6"
"SE641475-147365",,"Totalkväve","ökande",0.0066,"6"
"SE641475-147365",,"Totalfosfor","neutral",0.9132,"6"
"SE641475-147365",,"pH","minskande",0.0019,"6"
"SE641475-147365",,"Temperatur - vår","neutral",1,"6"
"SE647582-127369",,"Brunhet","neutral",0.0875,"6"
"SE647582-127369",,"Alkalinitet","minskande",0.0474,"6"
"SE647582-127369",,"Konduktivitet","minskande",2e-4,"6"
"SE647582-127369",,"Oorganiskt kväve","neutral",0.7325,"6"
"SE647582-127369",,"Lättillgänglig fosfor","neutral",0.5252,"6"
"SE647582-127369",,"Sulfat","neutral",0.6781,"6"
"SE647582-127369",,"Kisel","neutral",0.8894,"6"
"SE647582-127369",,"Totalt organiskt kol","neutral",0.3374,"6"
"SE647582-127369",,"Totalkväve","neutral",0.6323,"6"
"SE647582-127369",,"Totalfosfor","neutral",1,"6"
"SE647582-127369",,"pH","neutral",0.4932,"6"
"SE647582-127369",,"Temperatur - vår","neutral",0.4624,"6"
"SE671742-158974",,"Brunhet","ökande",0.0293,"6"
"SE671742-158974",,"Alkalinitet","minskande",0.0019,"6"
"SE671742-158974",,"Konduktivitet","minskande",0.0442,"6"
"SE671742-158974",,"Oorganiskt kväve","neutral",0.7438,"6"
"SE671742-158974",,"Lättillgänglig fosfor","neutral",0.2945,"6"
"SE671742-158974",,"Sulfat","neutral",0.7413,"6"
"SE671742-158974",,"Kisel","ökande",1e-4,"6"
"SE671742-158974",,"Totalt organiskt kol","ökande",0.0101,"6"
"SE671742-158974",,"Totalkväve","neutral",0.5496,"6"
"SE671742-158974",,"Totalfosfor","neutral",0.0735,"6"
"SE671742-158974",,"pH","neutral",0.4439,"6"
"SE671742-158974",,"Temperatur - vår","neutral",1,"6"
"SE632137-147160",,"Brunhet","ökande",0.0029,"6"
"SE632137-147160",,"Alkalinitet","minskande",0,"6"
"SE632137-147160",,"Konduktivitet","neutral",0.1579,"6"
"SE632137-147160",,"Oorganiskt kväve","ökande",0,"6"
"SE632137-147160",,"Lättillgänglig fosfor","neutral",0.1164,"6"
"SE632137-147160",,"Sulfat","neutral",0.5133,"6"
"SE632137-147160",,"Kisel","neutral",0.5021,"6"
"SE632137-147160",,"Totalt organiskt kol","ökande",0,"6"
"SE632137-147160",,"Totalkväve","ökande",0,"6"
"SE632137-147160",,"Totalfosfor","ökande",0.0011,"6"
"SE632137-147160",,"pH","minskande",3e-4,"6"
"SE632137-147160",,"Temperatur - vår","neutral",0.3389,"6"
"SE683661-156793",,"Brunhet","ökande",0.0038,"6"
"SE683661-156793",,"Alkalinitet","minskande",0,"6"
"SE683661-156793",,"Konduktivitet","neutral",0.1739,"6"
"SE683661-156793",,"Oorganiskt kväve","neutral",0.0927,"6"
"SE683661-156793",,"Lättillgänglig fosfor","neutral",0.4664,"6"
"SE683661-156793",,"Sulfat","ökande",0.0167,"6"
"SE683661-156793",,"Kisel","ökande",0.0126,"6"
"SE683661-156793",,"Totalt organiskt kol","ökande",0.0339,"6"
"SE683661-156793",,"Totalkväve","neutral",0.0718,"6"
"SE683661-156793",,"Totalfosfor","neutral",0.5859,"6"
"SE683661-156793",,"pH","minskande",0.0023,"6"
"SE683661-156793",,"Temperatur - vår","neutral",0.7071,"6"
"SE641827-139990",,"Brunhet","neutral",0.0577,"6"
"SE641827-139990",,"Alkalinitet","neutral",0.9567,"6"
"SE641827-139990",,"Konduktivitet","neutral",0.2109,"6"
"SE641827-139990",,"Oorganiskt kväve","ökande",0.0448,"6"
"SE641827-139990",,"Lättillgänglig fosfor","neutral",0.2957,"6"
"SE641827-139990",,"Sulfat","neutral",0.6224,"6"
"SE641827-139990",,"Kisel","neutral",0.17,"6"
"SE641827-139990",,"Totalt organiskt kol","ökande",0.0034,"6"
"SE641827-139990",,"Totalkväve","ökande",0.0029,"6"
"SE641827-139990",,"Totalfosfor","neutral",0.828,"6"
"SE641827-139990",,"pH","neutral",0.2745,"6"
"SE641827-139990",,"Temperatur - vår","neutral",1,"6"
"SE633520-153920",,"Brunhet","ökande",0.0144,"6"
